,AIRPORT_NAME,COUNTY,AIRPORT_ELEVATION,COUNTRY_REGION,MUNICIPALITY,AIRPORT_CODE,COORDINATES
11785,Moro Airport,PG,2740.0,PG-SHM,Moro,MXH,"143.238006592, -6.36332988739"
11786,Misima Island Airport,PG,26.0,PG-MBA,Misima Island,MIS,"152.837997437, -10.689200401299999"
11787,Marawaka Airport,PG,6050.0,PG-EHG,Marawaka,MWG,"145.8849, -6.9736"
11789,Nankina Airport,PG,5800.0,PG-MPM,Gwarawon,NKN,"146.4533, -5.837"
11790,Negarbo(Negabo) Airport,PG,4500.0,PG-CPK,Negarbo,GBF,"144.703058, -6.567778"
11791,Manguna Airport,PG,187.0,PG-EBR,Manguna,MFO,"151.792333, -5.577778"
11792,Kasonombe Airport,PG,5800.0,PG-MPL,Kasonombe,KSB,"146.9859, -6.3819"
11793,Nomane Airport,PG,6032.0,PG-CPK,Namane,NMN,"145.070667, -6.32183"
11795,Nambaiyufa Airport,PG,5550.0,PG-CPK,Nambaiyufa,NBA,"145.2424, -6.2412"
11796,Nadzab Airport,PG,239.0,PG-MPL,Lae,LAE,"146.725977, -6.569803"
11799,Konge Airport,PG,5900.0,PG-MPL,Konge,KGB,"147.2152, -6.2239"
11801,Oksapmin Airport,PG,5140.0,PG-SAN,Oksapmin,OKP,"142.2259, -5.2261"
11802,Komako Airport,PG,3960.0,PG-GPK,Komako,HOC,"145.8827, -7.3984"
11803,Komaio Airport,PG,28.0,PG-GPK,Komaio,KCJ,"143.5952, -7.2714"
11806,Koroba Airport,PG,5638.0,PG-HE,Koroba,KDE,"142.7441, -5.6952"
11808,Open Bay Airport,PG,33.0,PG-WBK,Maitanakunai,OPB,"151.696195, -4.794727"
11811,Pangoa Airport,PG,60.0,PG-WPD,Pangoa,PGB,"141.5605, -7.0226"
11812,Pangia Airport,PG,5340.0,PG-SHM,Pangia,PGN,"144.1084, -6.386"
11814,Mapoda Airport,PG,45.0,PG-WPD,Mapoda,MPF,"143.1694, -7.979"
11815,Pumani Airport,PG,427.0,PG-MBA,Pumani,PMN,"149.4766, -9.7469"
11818,Port Moresby Jacksons International Airport,PG,146.0,PG-NCD,Port Moresby,POM,"147.22000122070312, -9.443380355834961"
11821,Sopu Airport,PG,6580.0,PG-CPM,Sopu,SPH,"147.1659, -8.3038"
11822,Sialum Airport,PG,170.0,PG-MPL,Sialum,SXA,"147.5955, -6.0908"
11827,Rumginae Airport,PG,160.0,PG-WPD,,RMN,"141.271666667, -5.89722222222"
11828,Karimui Airport,PG,3640.0,PG-CPK,Karimui,KMR,"144.823, -6.4921"
11830,Maramuni Airport,PG,5160.0,PG-EPW,Maramuni,MWI,"143.4829, -5.13"
11834,May River Airstrip,PG,107.0,PG-ESW,May River,MRH,"141.785, -4.3615"
11836,Suabi Airport,PG,465.0,PG-WPD,,SBE,"142.278333333, -6.10444444444"
11838,Simberi Airport,PG,10.0,PG-NIK,Simberi Island,NIS,"151.997777778, -2.66222222222"
11839,Sila Airport,PG,2230.0,PG-NPP,Sila Mission,SIL,"148.38925, -9.07355555556"
11840,Sabah Airport,PG,10.0,PG-NSB,Sabah,SBV,"155.0489, -5.5765"
11842,Simbai Airport,PG,5804.0,PG-MPM,Simbai,SIM,"144.544722222, -5.278611111110001"
11844,Selbang Airport,PG,5130.0,PG-WPD,Selbang,SBC,"141.752, -5.315"
11845,Sepik Plains Airport,PG,230.0,PG-ESW,Sepik Plains,SPV,"143.6734, -3.8821"
11848,Sauren Airport,PG,46.0,PG-WBK,Sauren,SXW,"148.8543, -5.9701"
11849,Masa Airport,PG,5900.0,PG-MPL,Masa,MBV,"147.591, -6.345"
11852,Tari Airport,PG,5500.0,PG-HE,Tari,TIZ,"142.947998047, -5.84499979019"
11853,Tabubil Airport,PG,1570.0,PG-WPD,Tabubil,TBG,"141.225998, -5.27861"
11856,Tapini Airport,PG,3100.0,PG-CPM,Tapini,TPI,"146.989166667, -8.35666666667"
11857,Tokua Airport,PG,32.0,PG-EBR,Tokua,RAB,"152.380004883, -4.34045982361"
11860,Tekin Airport,PG,5785.0,PG-SAN,Tekin,TKW,"142.165194444, -5.24366666667"
11861,Tep Tep Airport,PG,7011.0,PG-MPM,Teptep,TEP,"146.5595, -5.9553"
11863,Tsewi Airport,PG,4185.0,PG-MPL,Tsewi,TSW,"146.1272, -7.0695"
11864,Tarakbits Airport,PG,281.0,PG-WPD,Tarakbits,TRJ,"141.0421, -5.614"
11865,Tawa Airport,PG,5020.0,PG-MPL,Tawa,TWY,"146.1067, -7.4463"
11866,Tekadu Airport,PG,1310.0,PG-MPL,Tekadu,TKB,"146.5503, -7.6808"
11867,Aiyura Airport,PG,5355.0,PG-EHG,Aiyura Valley,AYU,"145.904166667, -6.33805555556"
11869,Umba Airport,PG,5950.0,PG-MPL,Umba,UMC,"145.966, -7.0214"
11871,Uroubi Airport,PG,481.0,PG-NPP,Uroubi,URU,"148.5591, -9.5162"
11877,Upiara Airport,PG,52.0,PG-WPD,Upiara,UPR,"142.6503, -8.5411"
11882,Uvol Airport,PG,15.0,PG-EBR,Uvol,UVO,"150.9557, -6.0178"
11885,Talasea Airport,PG,44.0,PG-WBK,Talasea,TLW,"150.0089, -5.2726"
11886,Torembi Airport,PG,90.0,PG-ESW,Torembi,TCJ,"143.1329, -4.0165"
11887,Vanimo Airport,PG,10.0,PG-SAN,Vanimo,VAI,"141.3028, -2.6926"
11888,Tonu Airport,PG,300.0,PG-NSB,Tonu,TON,"155.4326, -6.6552"
11890,Wabo Airport,PG,132.0,PG-GPK,Wabo,WAO,"145.075111111, -6.98944444444"
11891,Wapenamanda Airport,PG,5889.0,PG-EPW,,WBM,"143.89500427246094, -5.6433000564575195"
11892,Wawoi Falls Airport,PG,370.0,PG-WPD,Wavoi Falls,WAJ,"142.6557, -6.9523"
11893,Wewak International Airport,PG,19.0,PG-ESW,Wewak,WWK,"143.669006348, -3.58383011818"
11895,Wonenara Airport,PG,5028.0,PG-EHG,Wonenara,WOA,"145.891944444, -6.796861111110001"
11896,Wakunai Airport,PG,20.0,PG-EBR,Wakunai,WKN,"155.2223, -5.8603"
11897,Wasu Airport,PG,34.0,PG-MPL,Wasu,WSU,"147.19822526, -5.96170944919"
11898,Woitape Airport,PG,5200.0,PG-CPM,Fatima Mission,WTP,"147.2525, -8.54583333333"
11899,Wau Airport,PG,3600.0,PG-SAN,Wau,WUG,"146.718611111, -7.345555555560001"
11902,Yeva Airport,PG,4510.0,PG-MPL,Yeva,YVD,"146.188, -7.548"
11904,Sim Airport,PG,5460.0,PG-MPL,Sim,SMJ,"146.9273, -7.75"
11906,Weam Airport,PG,50.0,PG-WPD,Weam,WEP,"141.1381, -8.6184"
11908,Arugam Bay SPB,LK,,LK-5,Pottuvil,AYY,"81.82388888890002, 6.86"
11910,Yalumet Airport,PG,2600.0,PG-MPL,Yalumet,KYX,"147.0117, -6.09"
11916,Yasuru Airport,PG,1520.0,PG-MPL,Yasuru,KSX,"146.1813, -6.6015"
11921,Zahn's Airport,US,,US-NY,Amityville,AYZ,"-73.4, 40.71"
11923,Wasum Airport,PG,175.0,PG-WBK,Wasum,WUM,"149.337, -6.0491"
11929,Zabrat Airport,AZ,36.0,AZ-BA,Baku,ZXT,"49.9768066406, 40.4955422161"
11965,Lava Falls Heliport,US,1720.0,US-AZ,Supai Village,HAE,"-113.092002869, 36.191600799599996"
12050,Amazon Bay Airport,PG,12.0,PG-CPM,,AZB,"149.338333333, -10.2991666667"
12062,Bali Airport,PG,90.0,PG-WBK,Unea Island,BAJ,"149.133333333, -4.8833333333299995"
12063,Baibara Airport,PG,15.0,PG-CPM,Nabai,BAP,"149.6414, -10.3432"
12064,Branson Airport,US,1302.0,US-MO,Branson,BKG,"-93.200544, 36.532082"
12065,Baca Grande Airfield,US,7620.0,US-CO,Crestone,BCJ,"-105.776666667, 37.964777777799995"
12066,Bambu Airport,PG,6790.0,PG-MPM,Bambu,BCP,"146.4925, -5.863611111110001"
12067,Benguera Island Airport,MZ,,MZ-I,Benguera Island,BCW,"35.43830108642578, -21.853300094604492"
12068,Milyakburra Airport,AU,85.0,AU-NT,Bickerton Island,BCZ,"136.201666667, -13.780833333299999"
12069,Willmar Municipal -John L Rice Field,US,1126.0,US-MN,Willmar,ILL,"-95.13040161, 45.11769867"
12070,Baindoung Airport,PG,4400.0,PG-MPL,,BDZ,"146.942222222, -6.34722222222"
12082,Bereina Airport,PG,58.0,PG-CPM,Bereina Mission,BEA,"146.5083, -8.64"
12083,Berlin Brandenburg Airport (U.C.),DE,157.0,DE-BR,Berlin,BER,"13.493888888899999, 52.351388888900004"
12159,Malevo Airport,BG,600.0,BG-26,Haskovo,HKV,"25.6047992706, 41.871799469"
12160,Bezmer Air Base,BG,509.0,BG-28,Yambol,JAM,"26.3521995544, 42.4548988342"
12161,Aasiaat Airport,GL,74.0,GL-U-A,Aasiaat,JEG,"-52.7846984863, 68.7218017578"
12164,Alluitsup Paa Heliport,GL,54.0,GL-U-A,Alluitsup Paa,LLU,"-45.56917, 60.46445"
12168,Attu Heliport,GL,32.0,GL-U-A,Attu,QGQ,"-53.6218696833, 67.9406628551"
12169,Narsarsuaq Airport,GL,112.0,GL-U-A,Narsarsuaq,UAK,"-45.4259986877, 61.1604995728"
12170,Qasigiannguit Heliport,GL,70.0,GL-U-A,Qasigiannguit,JCH,"-51.1734473705, 68.822815547"
12171,Neerlerit Inaat Airport,GL,45.0,GL-U-A,Neerlerit Inaat,CNP,"-22.6504993439, 70.7431030273"
12174,Dundas Airport,GL,200.0,GL-U-A,Pituffik,DUN,"-68.8, 76.525"
12175,Eqalugaarsuit Heliport,GL,9.0,GL-U-A,Eqalugaarsuit,QFG,"-45.9140619636, 60.6197196536"
12179,Godthaab / Nuuk Airport,GL,283.0,GL-U-A,Nuuk,GOH,"-51.6781005859, 64.19090271"
12180,Qeqertarsuaq Heliport,GL,9.0,GL-U-A,Qeqertarsuaq Airport,JGO,"-53.5148763657, 69.251181993"
12182,Iginniarfik,GL,50.0,GL-U-A,Iginniarfik,QFI,"-53.1735277176, 68.1472255861"
12183,Ikerassaarsuk Heliport,GL,165.0,GL-U-A,Ikerassaarsuk,QRY,"-53.4414589405, 68.14088100629999"
12184,Ilimanaq Heliport,GL,52.0,GL-U-A,Ilimanaq,XIQ,"-51.1143153906, 69.0809150007"
12187,Ikamiut Heliport,GL,49.0,GL-U-A,Ikamiut,QJI,"-51.8322622776, 68.6342530984"
12188,Qaqortoq Heliport,GL,53.0,GL-U-A,Qaqortoq,JJU,"-46.0299186409, 60.715684155299996"
12189,Ilulissat Airport,GL,95.0,GL-U-A,Ilulissat,JAV,"-51.0570983887, 69.2432022095"
12190,Kangaatsiaq Heliport,GL,17.0,GL-U-A,Kangaatsiaq,QPW,"-53.4602075815, 68.3126574861"
12191,Kulusuk Airport,GL,117.0,GL-U-A,Kulusuk,KUS,"-37.1236000061, 65.573600769"
12195,Kangersuatsiaq Heliport,GL,112.0,GL-U-A,Kangersuatsiaq,KGQ,"-55.536586, 72.381092"
12196,Kitsissuarsuit Heliport,GL,18.0,GL-U-A,Kitsissuarsuit,QJE,"-53.123295307199996, 68.85792599759999"
12200,Maniitsoq Airport,GL,91.0,GL-U-A,Maniitsoq,JSU,"-52.9393997192, 65.4124984741"
12204,Nanortalik Heliport,GL,17.0,GL-U-A,Nanortalik,JNN,"-45.232976675, 60.141883975899994"
12207,Narsaq Heliport,GL,83.0,GL-U-A,Narsaq,JNS,"-46.059923172, 60.9172827256"
12210,Bongo Airport,GA,120.0,GA-8,Bongo,BGP,"10.2088, -2.1713"
12212,Paamiut Airport,GL,120.0,GL-U-A,Paamiut,JFR,"-49.6709365845, 62.0147361755"
12213,Qeqertaq Heliport,GL,69.0,GL-U-A,Qeqertaq,QQT,"-51.3009166718, 69.9958611087"
12214,Qaanaaq Airport,GL,51.0,GL-U-A,Qaanaaq,NAQ,"-69.3887023926, 77.4886016846"
12216,Ittoqqortoormiit Heliport,GL,238.0,GL-U-A,Ittoqqortoormiit,OBY,"-21.971679925900002, 70.4882288244"
12217,Kangerlussuaq Airport,GL,165.0,GL-U-A,Kangerlussuaq,SFJ,"-50.7116031647, 67.0122218992"
12220,Saarloq Heliport,GL,,GL-U-A,,QOQ,"-46.024722, 60.537778"
12222,Sisimiut Airport,GL,33.0,GL-U-A,Sisimiut,JHS,"-53.7293014526, 66.9513015747"
12226,Thule Air Base,GL,251.0,GL-U-A,Thule,THU,"-68.7032012939, 76.5311965942"
12227,Tiniteqilaaq Heliport,GL,15.0,GL-U-A,Tiniteqilaaq,TQI,"-37.783409, 65.892027"
12229,Upernavik Airport,GL,414.0,GL-U-A,Upernavik,JUV,"-56.1305999756, 72.7901992798"
12230,Uummannaq Heliport,GL,50.0,GL-U-A,Uummannaq,UMD,"-52.111630439799995, 70.6804279261"
12231,Qaarsut Airport,GL,289.0,GL-U-A,Uummannaq,JQA,"-52.6962013245, 70.7341995239"
12235,BahÃ­a de los Ãngeles Airport,MX,34.0,MX-BCN,BahÃ­a de los Ãngeles,BHL,"-113.560997, 28.9786"
12236,Brighton Downs Airport,AU,390.0,AU-QLD,,BHT,"141.562777778, -23.3638888889"
12241,Akureyri Airport,IS,6.0,IS-6,Akureyri,AEY,"-18.07270050048828, 65.66000366210938"
12243,Bildudalur Airport,IS,18.0,IS-4,Bildudalur,BIU,"-23.546199798583984, 65.64129638671875"
12244,BorgarfjÃ¶rÃ°ur eystri Airport,IS,80.0,IS-7,BorgarfjÃ¶rÃ°ur eystri,BGJ,"-13.805000305175781, 65.51640319824219"
12246,BakkafjÃ¶rÃ°ur Airport,IS,14.0,IS-6,BakkafjÃ¶rÃ°ur,BJD,"-14.824399948120117, 66.02189636230469"
12247,Hjaltabakki Airport,IS,131.0,IS-5,BlÃ¶nduÃ³s,BLO,"-20.287500381469727, 65.6449966430664"
12248,BÃºÃ°ardalur Airport,IS,131.0,IS-3,BÃºÃ°ardalur,BQD,"-21.80030059814453, 65.07530212402344"
12249,BreiÃ°dalsvÃ­k Airport,IS,8.0,IS-7,BreiÃ°dalsvÃ­k,BXV,"-14.02280044555664, 64.79000091552734"
12251,DjÃºpivogur Airport,IS,9.0,IS-7,DjÃºpivogur,DJU,"-14.28279972076416, 64.64420318603516"
12252,EgilsstaÃ°ir Airport,IS,76.0,IS-7,EgilsstaÃ°ir,EGS,"-14.401399612426758, 65.2833023071289"
12254,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport,IS,15.0,IS-7,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur,FAS,"-14.0606002808, 64.9317016602"
12256,FagurhÃ³lsmÃ½ri Airport,IS,56.0,IS-7,FagurhÃ³lsmÃ½ri,FAG,"-16.64109992980957, 63.874698638916016"
12259,GrundarfjÃ¶rÃ°ur Airport,IS,17.0,IS-3,GrundarfjÃ¶rÃ°ur,GUU,"-23.224700927734375, 64.99140167236328"
12261,GjÃ¶gur Airport,IS,83.0,IS-4,GjÃ¶gur,GJR,"-21.326900482177734, 65.99530029296875"
12262,GrÃ­msey Airport,IS,66.0,IS-6,GrÃ­msey,GRY,"-18.0173, 66.5458"
12266,HÃ³lmavÃ­k Airport,IS,90.0,IS-4,HÃ³lmavÃ­k,HVK,"-21.696399688720703, 65.70469665527344"
12268,HornafjÃ¶rÃ°ur Airport,IS,24.0,IS-8,HÃ¶fn,HFN,"-15.2272, 64.295601"
12271,Holt Airport,IS,10.0,IS-4,Flateyri,FLI,"-23.4416913986, 66.0141804294"
12272,HÃºsavÃ­k Airport,IS,48.0,IS-6,HÃºsavÃ­k,HZK,"-17.426001, 65.952301"
12273,KrÃ³kstaÃ°armelar Airport,IS,164.0,IS-5,Hvammstangi,HVM,"-20.846900939941406, 65.26640319824219"
12277,IngjaldssanÃ°ur Airport,IS,70.0,IS-4,OnundarfjÃ¶rÃ°ur,HLO,"-23.69610023498535, 66.05000305175781"
12278,ÃsafjÃ¶rÃ°ur Airport,IS,8.0,IS-4,ÃsafjÃ¶rÃ°ur,IFJ,"-23.135299682617188, 66.05809783935547"
12279,Biliau Airport,PG,50.0,PG-MPM,Biliau,BIJ,"146.339, -5.578"
12282,Keflavik International Airport,IS,171.0,IS-2,ReykjavÃ­k,KEF,"-22.605600357056, 63.985000610352"
12285,KÃ³pasker Airport,IS,20.0,IS-6,KÃ³pasker,OPA,"-16.466699600219727, 66.31079864501953"
12286,SauÃ°Ã¡rkrÃ³kur Airport,IS,8.0,IS-5,SauÃ°Ã¡rkrÃ³kur,SAK,"-19.572799682599996, 65.73169708249999"
12292,NorÃ°fjÃ¶rÃ°ur Airport,IS,13.0,IS-7,NorÃ°fjÃ¶rÃ°ur,NOR,"-13.746399879455566, 65.13189697265625"
12293,ÃlafsfjÃ¶rÃ°ur Airport,IS,32.0,IS-6,ÃlafsfjÃ¶rÃ°ur,OFJ,"-18.66670036315918, 66.08329772949219"
12294,PatreksfjÃ¶rÃ°ur Airport,IS,11.0,IS-4,PatreksfjÃ¶rÃ°ur,PFJ,"-23.965, 65.555801"
12295,ReykhÃ³lar Airport,IS,60.0,IS-4,ReykhÃ³lar,RHA,"-22.20611572265625, 65.45262908935547"
12296,Rif Airport,IS,18.0,IS-3,Rif,OLI,"-23.8230991364, 64.9113998413"
12297,RaufarhÃ¶fn Airport,IS,39.0,IS-6,RaufarhÃ¶fn,RFN,"-15.918299674987793, 66.40640258789062"
12298,Reykjavik Airport,IS,48.0,IS-1,Reykjavik,RKV,"-21.9405994415, 64.1299972534"
12299,ReykjahlÃ­Ã° Airport,IS,1030.0,IS-6,Myvatn,MVA,"-16.918100357055664, 65.65579986572266"
12305,SiglufjÃ¶rÃ°ur Airport,IS,10.0,IS-6,SiglufjÃ¶rÃ°ur,SIJ,"-18.9167, 66.133301"
12311,StykkishÃ³lmur Airport,IS,42.0,IS-3,StykkishÃ³lmur,SYK,"-22.794200897216797, 65.05809783935547"
12313,Ãingeyri Airport,IS,65.0,IS-4,Ãingeyri,TEY,"-23.559999465942383, 65.87030029296875"
12317,Thorshofn Airport,IS,65.0,IS-6,Thorshofn,THO,"-15.335599899291992, 66.21849822998047"
12322,Vestmannaeyjar Airport,IS,326.0,IS-8,Vestmannaeyjar,VEY,"-20.278900146484375, 63.42430114746094"
12323,VopnafjÃ¶rÃ°ur Airport,IS,16.0,IS-7,VopnafjÃ¶rÃ°ur,VPN,"-14.850600242614746, 65.72059631347656"
12324,Bimin Airport,PG,5775.0,PG-SAN,,BIZ,"142.033055556, -5.28611111111"
12326,Baleela Airport,SD,1690.0,SD-13,Baleela Base Camp,BJE,"28.5230555556, 11.199444444400001"
12327,Bahja Airport,OM,515.0,OM-WU,Bahja,BJQ,"56.067777777799996, 19.8730555556"
12328,Bentota River Waterdrome,LK,,LK-1,Bentota,BJT,"79.996, 6.431"
12329,PriÅ¡tina International Airport,XK,1789.0,XK-01,Prishtina,PRN,"21.035801, 42.5728"
12336,Bomai Airport,PG,3300.0,PG-CPK,Bomai,BMH,"144.637, -6.37316666667"
12337,Bamburi Airport,KE,52.0,KE-300,,BMQ,"39.730768, -3.98191"
12338,Bamu Airport,PG,50.0,PG-WPD,Bamu,BMZ,"143.2433, -7.8485"
12339,Baranof Warm Springs Float and Seaplane Base,US,0.0,US-AK,Baranof,BNF,"-134.833146, 57.088799"
12340,Bodinumu Airport,PG,3700.0,PG-CPM,Bodinumu,BNM,"147.666722222, -9.107777777779999"
12341,Baganga airport,PH,42.0,PH-DAO,Baganga,BNQ,"126.568888889, 7.611944444440001"
12342,Bundi Airport,PG,4400.0,PG-MPM,Bundi,BNT,"145.2275, -5.742222222220001"
12343,Boana Airport,PG,2950.0,PG-MPL,Boana,BNV,"146.825, -6.433"
12344,Banz Airport,PG,5150.0,PG-JI,Banz,BNZ,"144.623, -5.807"
12345,Rurenabaque Airport,BO,676.0,BO-B,Rurenabaque,RBQ,"-67.4968032837, -14.427900314299999"
12359,Baures Airport,BO,470.0,BO-B,Baures,BVL,"-63.5833320618, -13.583333015400001"
12361,Bolling Air Force Base,US,20.0,US-DC,Washington,BOF,"-77.0160980225, 38.842899322499996"
12362,Brookings Airport,US,459.0,US-OR,Brookings,BOK,"-124.290001, 42.0746"
12364,Boku Airport,PG,225.0,PG-NSB,Boku,BOQ,"155.3419, -6.5427"
12365,Bosset Airport,PG,80.0,PG-WPD,Bosset,BOT,"141.1063222, -7.237257"
12366,Boang Airport,PG,85.0,PG-NIK,Boang Island,BOV,"153.2812, -3.3834"
12367,Batuna Aerodrome,SB,24.0,SB-WE,Batuna Mission Station,BPF,"158.119305556, -8.56202777778"
12368,Bartlett Cove Seaplane Base,US,0.0,US-AK,Gustavus,BQV,"-135.884994507, 58.4552001953"
12383,TucumÃ£ Airport,BR,1060.0,BR-PA,TucumÃ£,TUZ,"-51.1478, -6.7488"
12887,Alenquer Airport,BR,55.0,BR-PA,Alenquer,ALT,"-54.7231, -1.917"
12888,Suia-Missu Airport,BR,,BR-MT,Alto Boa Vista,SWM,"-51.43470001220703, -11.671699523925781"
12889,Whitesburg Municipal Airport,US,1985.0,US-KY,Whitesburg,BRG,"-82.8742, 37.2219"
12896,Bimini North Seaplane Base,BS,,BS-BI,Bimini,NSB,"-79.25, 25.767000198364258"
12898,Bensbach Airport,PG,30.0,PG-WPD,Bensbach,BSP,"141.259444444, -8.85805555556"
12899,Besakoa Airport,MG,40.0,MG-M,Besakoa,BSV,"47.0616666667, -15.6725"
12900,Bulolo Airport,PG,2240.0,PG-MPL,Bulolo,BUL,"146.649541855, -7.216286671410001"
12902,Bolovip Airstrip,PG,4990.0,PG-WPD,Bolovip,BVP,"141.655, -5.3633"
12903,Esperadinha Airport,CV,64.0,CV-S,Brava Island,BVR,"-24.746, 14.864305555600001"
12957,Hukuntsi Airport,BW,3720.0,BW-KG,Hukuntsi,HUK,"21.758101, -23.9897"
12958,Bawan Airport,PG,4700.0,PG-MPL,,BWJ,"146.881666667, -6.396944444440001"
12959,Bewani Airport,PG,550.0,PG-SAN,Bewani,BWP,"141.165277778, -3.0216666666700003"
12960,Blue Lagoon Seaplane Base,FJ,0.0,FJ-W,Nanuya Lailai Island,BXL,"177.368, -16.943"
12961,Bunsil Airport,PG,201.0,PG-MPL,Bunsil - Umboi Island,BXZ,"147.8667, -5.7243"
13000,Boundary Airport,US,2940.0,US-AK,Boundary,BYA,"-141.113006592, 64.0783004761"
13001,Bella Yella Airport,LR,690.0,LR-LO,Beliyela,BYL,"-9.99372222222, 7.36916666667"
13002,Beira Lake Seaplane Base,LK,17.0,LK-1,Colombo,BYV,"79.85416666670001, 6.9294444444400005"
13010,Hector Silva Airstrip,BZ,150.0,BZ-CY,Belmopan,BCV,"-88.776496, 17.269603"
13011,Big Creek Airport,BZ,3.0,BZ-SC,Big Creek,BGK,"-88.40791320800781, 16.51936912536621"
13012,Caye Caulker Airport,BZ,1.0,BZ-BZ,Caye Caulker,CUK,"-88.03250122070312, 17.734699249267578"
13013,Caye Chapel Airport,BZ,3.0,BZ-BZ,Caye Chapel,CYC,"-88.04109954833984, 17.7007999420166"
13014,Corozal Municipal Airport,BZ,40.0,BZ-CZL,Corozal,CZH,"-88.41190338134766, 18.382200241088867"
13015,Dangriga Airport,BZ,508.0,BZ-SC,Dangriga,DGA,"-88.23098754882812, 16.98250961303711"
13016,Independence Airport,BZ,18.0,BZ-SC,Independence,INB,"-88.44129943847656, 16.534500122070312"
13017,Melinda Airport,BZ,101.0,BZ-SC,Melinda,MDB,"-88.30419921880001, 17.0042991638"
13018,Orange Walk Airport,BZ,111.0,BZ-OW,Orange Walk,ORZ,"-88.58386993410001, 18.0467662811"
13019,Placencia Airport,BZ,3.0,BZ-SC,Placencia,PLJ,"-88.36151123046875, 16.536956787109375"
13020,Punta Gorda Airport,BZ,7.0,BZ-TOL,Punta Gorda,PND,"-88.80829620360001, 16.102399826"
13021,Sartaneja Airport,BZ,3.0,BZ-CZL,Sartaneja,SJX,"-88.13079833984375, 18.35610008239746"
13022,San Pedro Airport,BZ,4.0,BZ-CY,San Pedro,SPR,"-87.9711, 17.9139"
13023,Matthew Spain Airport,BZ,199.0,BZ-CY,San Ignacio,SQS,"-89.0098, 17.1859"
13024,Santa Cruz Airport,BZ,18.0,BZ-CZL,Santa Cruz,STU,"-88.456298828125, 18.2721004486084"
13025,Silver Creek Airport,BZ,216.0,BZ-SC,Silver Creek,SVK,"-88.33999633789062, 16.725299835205078"
13026,Belize City Municipal Airport,BZ,16.0,BZ-BZ,Belize City,TZA,"-88.19444274902344, 17.516389846801758"
13027,Bazaruto Island Airport,MZ,,MZ-I,Bazaruto Island,BZB,"35.4729, -21.5411"
13028,Bemolanga Airport,MG,950.0,MG-M,Bemolanga,BZM,"45.0888333333, -17.6925"
13029,Buzzards Point Seaplane Base,US,0.0,US-DC,Washington,BZS,"-77.011, 38.863"
13108,Blissville Airport,CA,60.0,CA-NB,Blissville,YYS,"-66.543678, 45.605633"
13150,Clinton Creek Airport,CA,2040.0,CA-YT,Clinton Creek Mine,YLM,"-140.741748, 64.475545"
13167,Deception Airport,CA,,CA-QC,,YGY,"-74.554681778, 62.112314446199996"
13256,Lady Franklin Point Airport,CA,5.0,CA-NU,,YUJ,"-113.224411011, 68.4753126151"
13268,Lupin Airport,CA,1608.0,CA-NU,Lupin Mine,YWO,"-111.25, 65.7666702271"
13296,Moose Lake Airport,CA,,CA-MB,,YAD,"-100.343971252, 53.7062589637"
13300,Mould Bay Airport,CA,30.0,CA-NT,Prince Patrick Is.,YMD,"-119.3216, 76.2392"
13329,Paradise River Airport,CA,,CA-NL,,YDE,"-57.233333587646, 53.43"
13368,Rivers Airport,CA,1550.0,CA-MB,,YYI,"-100.313930511, 50.010055763699995"
13377,Saglek Airport,CA,269.0,CA-NL,RCAF Station Saglek,YSV,"-62.655373, 58.475119"
13433,Terrace Bay Airport,CA,950.0,CA-ON,"Terrace Bay, ON",YTJ,"-87.09943771360001, 48.81197898719999"
13467,Winisk Airport,CA,32.0,CA-ON,Winisk,YWN,"-85.1174, 55.2242"
13501,Stuart Island Airstrip,CA,360.0,CA-BC,Big Bay,YRR,"-125.131616592, 50.4094474336"
13559,Mary River Aerodrome,CA,584.0,CA-NU,,YMV,"-79.3569444444, 71.3241666667"
13870,Bedwell Harbour Seaplane Base,CA,0.0,CA-BC,Bedwell Harbour,YBW,"-123.233001709, 48.75"
13871,Tofino Harbour Seaplane Base,CA,0.0,CA-BC,Tofino Harbour,YTP,"-125.91, 49.155"
13872,Bronson Creek Airport,CA,396.0,CA-BC,Bronson Creek,YBM,"-131.087005615, 56.681098938"
13874,Alice Arm/Silver City Seaplane Base,CA,0.0,CA-BC,,ZAA,"-129.483001709, 55.4667015076"
13877,Nanaimo Harbour Water Airport,CA,0.0,CA-BC,Nanaimo,ZNA,"-123.949996948, 49.1833000183"
13881,Trail Airport,CA,1427.0,CA-BC,Trail,YZZ,"-117.60900116, 49.0555992126"
13882,Merritt Airport,CA,2080.0,CA-BC,Merritt,YMB,"-120.747001648, 50.122798919699996"
13887,Campbell River Seaplane Base,CA,,CA-BC,Campbell River,YHH,"-125.25, 50.049999"
13889,Whistler/Green Lake Water Aerodrome,CA,2100.0,CA-BC,Whistler,YWS,"-122.948997498, 50.1436004639"
13891,Bamfield Seaplane Base,CA,0.0,CA-BC,Bamfield,YBF,"-125.133003235, 48.8333015442"
13894,Big Bay Seaplane Base,CA,,CA-BC,Stuart Island,YIG,"-125.1372, 50.3923"
13896,Chilko Lake (Tsylos Park Lodge) Airport,CA,3850.0,CA-BC,Chilko Lake,CJH,"-124.141998291, 51.626098632799994"
13898,Pender Harbour Seaplane Base,CA,0.0,CA-BC,,YPT,"-124.024884, 49.623785"
